zebrafish_gene,human_gene,source_gene,marker_class,marker_subclass,mapping_direction,mapping_database,evidence_status,pathway_sources,n_external_sources,selection_rule,zfin_ids,zfin_evidence_codes,zfin_publications,source_urls,present_in_zfin_dump
ccne1,CCNE1,CCNE1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-980526-168,AA;CL;OT,ZDB-PUB-010112-1;ZDB-PUB-030905-1;ZDB-PUB-050823-6;ZDB-PUB-961014-1291;ZDB-PUB-990507-7,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
cdc45,CDC45,CDC45,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2710,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6;ZDB-PUB-150703-3,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
cdc6,CDC6,CDC6,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050506-131,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
cdca7a,CDCA7,CDCA7,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050417-29,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
chaf1b,CHAF1B,CHAF1B,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-1947,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
dscc1,DSCC1,DSCC1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040912-35,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
dtl,DTL,DTL,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020419-34,AA;CL,ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
e2f8,E2F8,E2F8,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-041111-260,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
exo1,EXO1,EXO1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2828,AA,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
fen1,FEN1,FEN1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-031112-11,AA,ZDB-PUB-030905-1;ZDB-PUB-040708-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
gins1,GINS1,GINS1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-041010-184,AA;CL;PT,ZDB-PUB-030905-1,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,True
gins2,GINS2,GINS2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050419-19,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
gins3,GINS3,GINS3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040721-1,AA,ZDB-PUB-040708-1;ZDB-PUB-090807-12,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,True
gmnn,GMNN,GMNN,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030429-30,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-090330-4,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
hells,HELLS,HELLS,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-9923,AA;PT,ZDB-PUB-030905-1;ZDB-PUB-170214-92,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
mcm10,MCM10,MCM10,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-041210-42,AA;CL,ZDB-PUB-030905-1,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,True
mcm2,MCM2,MCM2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020419-24,NT,ZDB-PUB-020521-9,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
mcm3,MCM3,MCM3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020419-4,AA;CL;NT,ZDB-PUB-020521-9;ZDB-PUB-141209-4,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
mcm4,MCM4,MCM4,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-9544,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
mcm5,MCM5,MCM5,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-021209-1,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
mcm6,MCM6,MCM6,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030909-6,AA;CL,ZDB-PUB-001221-8;ZDB-PUB-030905-1;ZDB-PUB-141209-4,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
mrpl36,MRPL36,MRPL36,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-060503-821,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
msh2,MSH2,MSH2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2932,AA;CL,ZDB-PUB-041021-3;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
nasp,NASP,NASP,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-5511,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
orc1,ORC1,ORC1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-6960,AA;CL,ZDB-PUB-050823-6;ZDB-PUB-110317-7,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
pcna,PCNA,PCNA,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-000210-8,AA;OT,ZDB-PUB-030106-11;ZDB-PUB-050823-6;ZDB-PUB-101201-51;ZDB-PUB-180317-7,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,True
pola1,POLA1,POLA1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030114-9,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-040708-1;ZDB-PUB-060315-2;ZDB-PUB-200403-145,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
pola2,POLA2,POLA2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-778,AA,ZDB-PUB-050823-6,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,True
pold3,POLD3,POLD3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-060512-59,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
polr1b,POLR1B,POLR1B,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-1598,AA;PT,ZDB-PUB-030905-1;ZDB-PUB-191029-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
prim1,PRIM1,PRIM1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-990603-6,AA;CL,ZDB-PUB-990507-7,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
rad51,RAD51,RAD51,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2286,AA;CL,ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
rad51ap1,RAD51AP1,RAD51AP1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050419-96,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
rfc2,RFC2,RFC2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050306-29,AA,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
rfc3,RFC3,RFC3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020809-3,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-110713-12,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,True
rrm1,RRM1,RRM1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-990415-247,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6;ZDB-PUB-970324-10;ZDB-PUB-990507-7,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
rrm2,RRM2,RRM2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-990415-25,AA;NT;PT,ZDB-PUB-110907-27;ZDB-PUB-970324-10,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
tipin,TIPIN,TIPIN,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040801-189,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
tyms,TYMS,TYMS,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-59,AA,ZDB-PUB-060616-27;ZDB-PUB-101201-51;ZDB-PUB-120410-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
ubr7,UBR7,UBR7,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-1535,AA;CL,ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
uhrf1,UHRF1,UHRF1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2039,AA,ZDB-PUB-040708-1;ZDB-PUB-070210-27;ZDB-PUB-111117-46,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
unga,UNG,UNG,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-900,AA,ZDB-PUB-030905-1;ZDB-PUB-140513-134,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
usp1,USP1,USP1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-726,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-140513-176,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
wdr76,WDR76,WDR76,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-4513,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,True
