zebrafish_gene,human_gene,source_gene,marker_class,marker_subclass,mapping_direction,mapping_database,evidence_status,pathway_sources,n_external_sources,selection_rule,zfin_ids,zfin_evidence_codes,zfin_publications,source_urls,zebrafish_gene_database,adata_gene,present_in_adata,raw_count_detection_fraction,passes_detection_filter
tmpob,TMPO,TMPO,proliferation,G2M_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050522-8,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-120706-19;ZDB-PUB-150115-13,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,tmpob,tmpob,True,0.22244747511979845,True
top2a,TOP2A,TOP2A,proliferation,G2M_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-2453,AA;CL,ZDB-PUB-040708-1;ZDB-PUB-050823-6;ZDB-PUB-060207-14;ZDB-PUB-090116-21;ZDB-PUB-111129-29,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,top2a,top2a,True,0.28326575746407057,True
tpx2,TPX2,TPX2,proliferation,G2M_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-9652,AA,ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,tpx2,tpx2,True,0.2856616291927843,True
ttk,TTK,TTK,proliferation,G2M_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030123-1,AA;CL,ZDB-PUB-030102-3;ZDB-PUB-030905-1;ZDB-PUB-070523-31,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,ttk,ttk,True,0.23553262071508124,True
ube2c,UBE2C,UBE2C,proliferation,G2M_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-051030-48,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,ube2c,ube2c,True,0.3000368595650668,True
atad2,ATAD2,ATAD2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-7003,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,atad2,atad2,True,0.33689642462220143,True
blm,BLM,BLM,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-070702-5,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,blm,blm,True,0.09915223000368513,True
casp8ap2,CASP8AP2,CASP8AP2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030826-8,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,casp8ap2,casp8ap2,True,0.28547733136749864,True
ccne1,CCNE1,CCNE1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-980526-168,AA;CL;OT,ZDB-PUB-010112-1;ZDB-PUB-030905-1;ZDB-PUB-050823-6;ZDB-PUB-961014-1291;ZDB-PUB-990507-7,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,ccne1,ccne1,True,0.0744563214154068,True
cdc45,CDC45,CDC45,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2710,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6;ZDB-PUB-150703-3,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,cdc45,cdc45,True,0.1653151492812398,True
cdc6,CDC6,CDC6,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050506-131,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,cdc6,cdc6,True,0.18558791006266384,True
cdca7a,CDCA7,CDCA7,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050417-29,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,cdca7a,cdca7a,True,0.30943604865463614,True
chaf1b,CHAF1B,CHAF1B,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-1947,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,chaf1b,chaf1b,True,0.24419461850350788,True
dscc1,DSCC1,DSCC1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040912-35,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,dscc1,dscc1,True,0.15904902322152692,True
dtl,DTL,DTL,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020419-34,AA;CL,ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,dtl,dtl,True,0.10707703649096847,True
e2f8,E2F8,E2F8,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-041111-260,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,e2f8,e2f8,True,0.1913011426465197,True
exo1,EXO1,EXO1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2828,AA,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,exo1,exo1,True,0.06468853667526686,True
fen1,FEN1,FEN1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-031112-11,AA,ZDB-PUB-030905-1;ZDB-PUB-040708-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,fen1,fen1,True,0.3925543678584747,True
gins1,GINS1,GINS1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-041010-184,AA;CL;PT,ZDB-PUB-030905-1,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,gins1,gins1,True,0.2694434205676451,True
gins2,GINS2,GINS2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050419-19,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,gins2,gins2,True,0.2537781054183629,True
gins3,GINS3,GINS3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040721-1,AA,ZDB-PUB-040708-1;ZDB-PUB-090807-12,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,gins3,gins3,True,0.18614080353852086,True
gmnn,GMNN,GMNN,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030429-30,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-090330-4,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,gmnn,gmnn,True,0.2596756358275044,True
hells,HELLS,HELLS,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-9923,AA;PT,ZDB-PUB-030905-1;ZDB-PUB-170214-92,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,hells,hells,True,0.3322889789900596,True
mcm10,MCM10,MCM10,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-041210-42,AA;CL,ZDB-PUB-030905-1,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,mcm10,mcm10,True,0.1844821231109498,True
mcm2,MCM2,MCM2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020419-24,NT,ZDB-PUB-020521-9,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,mcm2,mcm2,True,0.42499078510875316,True
mcm3,MCM3,MCM3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020419-4,AA;CL;NT,ZDB-PUB-020521-9;ZDB-PUB-141209-4,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,mcm3,mcm3,True,0.3604865462587676,True
mcm4,MCM4,MCM4,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-9544,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,mcm4,mcm4,True,0.4159601916697552,True
mcm5,MCM5,MCM5,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-021209-1,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,mcm5,mcm5,True,0.38204939181719133,True
mcm6,MCM6,MCM6,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030909-6,AA;CL,ZDB-PUB-001221-8;ZDB-PUB-030905-1;ZDB-PUB-141209-4,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,mcm6,mcm6,True,0.41282712863989873,True
mrpl36,MRPL36,MRPL36,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-060503-821,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,mrpl36,mrpl36,True,0.5678215997051294,True
msh2,MSH2,MSH2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2932,AA;CL,ZDB-PUB-041021-3;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,msh2,msh2,True,0.14117213416881663,True
nasp,NASP,NASP,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-5511,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,nasp,nasp,True,0.47991153704388373,True
orc1,ORC1,ORC1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-6960,AA;CL,ZDB-PUB-050823-6;ZDB-PUB-110317-7,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,orc1,orc1,True,0.16494655363066846,True
pcna,PCNA,PCNA,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;KEGG_hsa04110_Cell_cycle;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,3,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-000210-8,AA;OT,ZDB-PUB-030106-11;ZDB-PUB-050823-6;ZDB-PUB-101201-51;ZDB-PUB-180317-7,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://www.kegg.jp/pathway/hsa04110;https://zfin.org/downloads/human_orthos.txt,pcna,pcna,True,0.59933652782897,True
pola1,POLA1,POLA1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030114-9,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-040708-1;ZDB-PUB-060315-2;ZDB-PUB-200403-145,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,pola1,pola1,True,0.27939550313307143,True
pola2,POLA2,POLA2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-030131-778,AA,ZDB-PUB-050823-6,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,pola2,pola2,True,0.21986730556579903,True
pold3,POLD3,POLD3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-060512-59,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,pold3,pold3,True,0.27792112053078605,True
polr1b,POLR1B,POLR1B,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-1598,AA;PT,ZDB-PUB-030905-1;ZDB-PUB-191029-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,polr1b,polr1b,True,0.1373018798378175,True
prim1,PRIM1,PRIM1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-990603-6,AA;CL,ZDB-PUB-990507-7,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,prim1,prim1,True,0.26022852930336143,True
rad51,RAD51,RAD51,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-040426-2286,AA;CL,ZDB-PUB-050823-6,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,rad51,rad51,True,0.2823442683376422,True
rad51ap1,RAD51AP1,RAD51AP1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050419-96,AA;CL,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,rad51ap1,rad51ap1,True,0.118687799483965,True
rfc2,RFC2,RFC2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-050306-29,AA,ZDB-PUB-030905-1,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,rfc2,rfc2,True,0.3077773682270651,True
rfc3,RFC3,RFC3,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Reactome_Cell_Cycle_Mitotic_or_DNA_Replication;previous_reviewed_core_panel,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-020809-3,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-110713-12,https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://zfin.org/downloads/human_orthos.txt,rfc3,rfc3,True,0.3378179137486298,True
rrm1,RRM1,RRM1,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016,1,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-990415-247,AA;CL,ZDB-PUB-030905-1;ZDB-PUB-050823-6;ZDB-PUB-970324-10;ZDB-PUB-990507-7,https://doi.org/10.1126/science.aad0501;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,rrm1,rrm1,True,0.39568743088833114,True
rrm2,RRM2,RRM2,proliferation,S_phase,zebrafish_to_human,ZFIN human orthology download,reviewed_external_consensus,Seurat_cc.genes.updated.2019/Tirosh2016;Reactome_Cell_Cycle_Mitotic_or_DNA_Replication,2,core_or_Seurat_phase_marker+ZFIN_ortholog+present_in_all_genes,ZDB-GENE-990415-25,AA;NT;PT,ZDB-PUB-110907-27;ZDB-PUB-970324-10,https://doi.org/10.1126/science.aad0501;https://reactome.org/content/detail/R-HSA-69278;https://reactome.org/content/detail/R-HSA-69306;https://satijalab.org/seurat/reference/cc.genes.updated.2019.html;https://zfin.org/downloads/human_orthos.txt,rrm2,rrm2,True,0.046258754146700935,True
